Location_id,Location,Address
L053,Selaiyur," 23, Ponniamman Koil Street, Chinmaya Colony, Gowrivakkam, Selaiyur, Chennai"
L018,Mylapore," 47, R K Salai, Mylapore, Chennai"
L019,Thuraipakkam," 3/68, Kumarankudil Main Road, Thuraipakkam, Chennai"
L128,"Spencer Plaza Mall, Thousand Lights"," 769, Spencer Plaza, phase 3, Anna Salai, Thousand Lights, Chennai"
L026,Royapettah," 98/152, 2nd Floor, Avvai Shanmugam Salai, Lloyds Road, Royapettah, Chennai"
L011,Kilpauk," 171/72, Medavakkam Tank Road, Kilpauk, Chennai"
L014,Chetpet," 1, Dhanamal Street, Chetpet, Chennai"
L004,Perambur," 47, Paddi Field Road, Perambur, Chennai"
L005,Medavakkam," 3/1076/A, Mahalakshmi Nagar, 5th Street, Kovilambakkam, Medavakkam, Chennai"
L080,Chengalpattu," 90 Rajaji Street, Chengalpattu, Chennai"
L042,Anna Nagar West," 42, Pillayar Koil Street, Opposite V R Mall, Thirumangalam, Anna Nagar West, Chennai"
L022,Mogappair," 4/688, 4Th Block, Mogappair, Chennai"
L029,Valasaravakkam," 12, 2nd Main Road, Jayram Nagar, Nettukuppam, Valasaravakkam, Chennai"
L268,Velachery," 134/1, Gandhi Road, Gandhi Salai, Karunabigai Colony, Velachery, Chennai"
L070,Triplicane," 33/1, Wallajah Road, Chepauk, Triplicane, Chennai"
L102,"OMR Food Street, Kandanchavadi"," 10, OMR Food Street, MGR Road, Kandanchavadi, Perungudi, Chennai"
L020,RA Puram," 5/6, Corporation Complex, R A Puram, Chennai"
L020,RA Puram," 7/4, Subramaniya Gurukal Street, Near Mandaveli Bus Terminus, RA Puram, Chennai"
L044,Ambattur," 127, Yadhaval Street, Padi, Ambattur, Chennai"
L036,Sholinganallur," 99, Model School Road, Kumarasamy Nagar, Sholinganallur, Chennai"
L113,"Mayajaal Multiplex, Kanathur"," 34/1, Mayajaal Multiplex, East Coast Road, Kanathur, Chennai"
L014,Chetpet," 8, Mc Nichols Road, 3rd Lane, Chetpet, Chennai"
L010,Porur," 1, Mugalivakkam Main Road, Ramakrishna Nagar Extension, Mugalivakkam, Chennai, Chennai"
L031,Potheri," GST Road, Potheri, Chennai"
L268,Velachery," 1B, Ram Nagar, Murugapakkam, Velachery, Chennai"
L008,T. Nagar," Laxmi Mess, K.K. Nagar, T. Nagar, Chennai"
L033,Madipakkam," Puzhuthivakkam Main Road, Puzhuthivakkam, Madipakkam, Chennai"
L008,T. Nagar," Old 44/2, New 38/2, Venkata Narayana Road, T. Nagar, Chennai"
L077,GST Road," Balaji Nagar, Irumbuliyur, GST Road, Chennai"
L020,RA Puram," 6/11, Cross Street, RA Puram, Chennai"
L067,Avadi," 18, Ramadaasar Road, Arjunamedu, Thiruverkadu, Avadi, Chennai"
L010,Porur," Plot 15, RR Nagar, Srinivasapuram, Iyyapanthangal, Porur, Chennai"
L013,Ashok Nagar," 31/33, Anjugam Nagar, 2nd Street, Jafferkhanpet, Ashok Nagar, Chennai"
L004,Perambur," 1/43, Venkateshwara Nagar, 1st Main Road, Ramapuram, Villivakam, Perambur, Chennai"
L042,Anna Nagar West," 340/1, 341/16, Kora Food Street, 2nd Avenue, Anna Nagar West, Chennai"
L022,Mogappair," Shop 1, 10/15, Ground Floor, 10th Block, Thiruvalluvar Salai, Mogappair, Chennai"
L008,T. Nagar," Old 110/1, New 138, Habibullah Road, T. Nagar, Chennai"
L037,Perungudi, Delivery Only
L054,K.K. Nagar," 25B, Vembualiamman Kovil Street, K.K. Nagar, Chennai"
L008,T. Nagar," Old 110/1, New 138, Habibullah Road, T. Nagar, Chennai"
L006,Navallur, Delivery Only
L050,Tambaram," 1, Mudichur Road, New Perungulathur, Tambaram, Chennai"
L003,Kodambakkam," 8/24, South Sivan Koil Street, Kodambakkam, Chennai"
L025,Nungambakkam," Mahalingapuram Main Road, Nungambakkam, Chennai"
L066,Injambakkam," Shop 49, 2/28, Opposite Karthik Nagar, Cholamandal Artists Village, Injambakkam, Chennai"
L022,Mogappair," A 98, HIG Phase 1, Nolambur Main Road, Mogappair, Chennai"
L006,Navallur," 1, Abdul Kalam Street, Thalambur Main Road, Navallur, Chennai"
L019,Thuraipakkam," 1/155A, 1st Floor, 200 Feet Road, Thuraipakkam, Chennai"
L096,Kanchipuram District," 9, Sekar Traders Complex, Bangalore Main Road, Sriperumbudur, Kanchipuram District, Chennai"
L089,Pallikaranai," 670/4, Pallavaram - ThurapIakkam, 200 Feet Road, Pallikaranai, Chennai"
L026,Royapettah," 328/6, TTK Road, Diwans Garden Street, Royapettah, Chennai"
L080,Chengalpattu," 28, 2nd Street, Thirumalai Nagar, Singaperumal Koil, Maraimalai Nagar, Chengalpattu, Chennai"
L052,Nanganallur," 43/23B, B V Nagar, Nehru High Road, Pazhavanthangal, Nanganallur, Chennai"
L010,Porur," 7, Ganapathy Nagar, Patur, Mangadu, Porur, Chennai"
L096,Kanchipuram District," 67, Bharathiyar Street, Mahindra World City, Veerapuram, Kanchipuram District, Chennai"
L066,Injambakkam," VGP Universal Kingdom, Jagjeevan Ram Avenue, East Coast Road, Injambakkam, Chennai"
L010,Porur," 1/247, EVP Park Avenue, Iyyapanthangal, Porur, Chennai"
L039,Kotturpuram," 4/9, Ponniamman Koil Street, Kotturpuram, Chennai"
L013,Ashok Nagar," Shop 1, 63, 4th Avenue, Ashok Nagar, Chennai"
L096,Kanchipuram District," 15, Medavakkam Main Road, Alandur Mpty Ward 165, Kanchipuram District, Chennai"
L001,Pallavaram," Abdul Farook Sahib Street, Pallavaram, ChennaI"
L044,Ambattur," 12, Chandra Complex, Mounasamy Madam Street, Venkatapuram, Ambattur, Chennai"
L010,Porur," 94, Trunk Road, Porur, Chennai"
L007,Anna Nagar East," 2134, 12th Main Road, Mullai Colony, Anna Nagar East, Chennai"
L012,Purasavakkam," Shop 1, 39, Rainbow Tulip Apartment, Mookathal Street, Purasavakkam, Chennai"
L085,Koyambedu," 43, NT Patel Road, Nerkundram, Koyambedu, Chennai"
L010,Porur," 124, Mount Poonamalle Road, Sabari Nagar, Porur, Chennai"
L096,Kanchipuram District," 313, Old Gst Road, Irumbuliyur, Tambaram Mpty, Kanchipuram District, Chennai"
L007,Anna Nagar East," 13/381, Pozhichalur Main Road, Nehru Nagar, Anna Nagar East, Chennai"
L005,Medavakkam," 256, Elumalai Salai, Kovilampakkam, Vaithiyalingam Nagar, Nanmangalam, Medavakkam, Chennai"
L076,Poonamalle," 1/10, 3rd Street, Kumaran Savadi, Thanthai Periyar Nagar, Poonamalle, Chennai"
L067,Avadi," 254/11, Nehru Bazar, MM Road, Avadi, Chennai"
L079,Ekkaduthangal, Delivery Only
L076,Poonamalle," 3, Near Rajalakshmi College, Padur Road, Evp Carnival, Bangalore Highway, Poonamalee, Chennai"
L007,Anna Nagar East," 41, Naduvankkarai, Bajanaikoil Street, Ward 95, Anna Nagar East, Chennai"
L008,T. Nagar," Old 110/1, New 138, Habibullah Road, T. Nagar, Chennai"
L020,RA Puram, Delivery Only
L010,Porur," Plot 53, 7th Street, Sri Lakshmi Nagar, Mowlivakkam, Porur, Chennai"
L268,Velachery," 53, Kumaran Kurinji Apartments, VGP Selvanagar Extension, 2nd Street, Velachery, Chennai"
L007,Anna Nagar East," 343, Konnur High Road, Ayanavaram, Anna Nagar East, Chennai"
L055,Old Mahabalipuram Road (OMR)," Plot 2, Thiruvenkada Nagar, MGR Road, Kandanchavad, Old Mahabalipuram Road (OMR), Chennai"
L075,Taramani," 25 B, 100 Feet Road, Mahathma Gandhi Nagar, Taramani, Chennai"
L026,Royapettah," 13/5, Irusappan Street, Royapettah, Chennai"
L065,Thiruvallur," 335, PH Road, Manavalanagar, Thiruvallur, Chennai"
L068,Padur," 1/126, Rajiv Gandhi Salai, Padur, Chennai"
L050,Tambaram," Plot 10, Thangaraj Nagar Extension, New Perungalathur, Tambaram, Chennai"
L088,Karapakkam," 153, Indira Gandhi Street, Karapakkam, Chennai"
L028,Kolathur," 747 A, Nila Super Market, Dr. Ambedkar Salai, Judges Colony, Kolathur, Chennai"
L031,Potheri," 16/33, Pavendarsalai, Maraimalai Nagar, NH 1, Chengalpattu, Potheri, Chennai"
L053,Selaiyur," Vellakkal Main Road, Selaiyur, Chennai"
L004,Perambur," Shop 3, 131, KKR Rachidel, MH Road, Perambur, Chennai"
L074,Kelambakkam," Shop 9, PR Complex, Vandalur Kelambakkam Road Highway, Kelambakkam, Chennai"
L030,Guindy," RR Tower, Industrial Estate, Opposite EB Office, Guindy, Chennai"
L067,Avadi," Shop 7, Ground Floor, Mahindra Happinest, D wing, Paruthipattu Village, Poonamallee Block, Avadi, Chennai"
L015,"Phoenix Market City, Velachery"," Inside Club Crest, Phoenix mall, Velachery, Chennai"
L036,Sholinganallur," 468, Ground Floor, Om Road, Sholinganallur, Chennai"
L029,Valasaravakkam," 196, RM Plaza, Near HDFC ATM, Arcot Road, Valasaravakkam, Chennai"
L077,GST Road," Inside Hotel Grand Palace, 257, 6th Floor, Near MIT Gate, GST Road, Chennai"
L080,Chengalpattu," Shop 5/117, Singaperumal Koil, NH 32, Chengalpattu, Chennai"
L075,Taramani," 7/3, Erikarai Street, Taramani, Chennai"
L050,Tambaram," 41, Aysha Super Market, OMR Main Road, Kazhipattur, Tambaram, Chennai"
L074,Kelambakkam," 2/56, OMR, Kelambakkam, Chennai"
L067,Avadi," 3, Sindhunagar, Avadi, Chennai"
L130,East Coast Road (ECR)," Adjacent To Parthana Theater (OMR Food Street), East Coast Road (ECR), Chennai"
L089,Pallikaranai," 11, S. Kolathur, Main Road, Narayanapuram, Pallikaranai, Chennai"
L044,Ambattur," 95/2, GS Babu Complex, Ayyan Thiruvallur Salai 40 Feet Road, Pthagaram, Ambattur, Chennai"
L090,Choolaimedu," 10G, Sivan Koil Street, Trustpuram, Near Ponmani Maaligai, Choolaimedu, Chennai"
L077,GST Road," 4, Guduvanchery, GST Road, Chennai"
L026,Royapettah," 193, Peters Road, Royapettah, Chennai"
L004,Perambur," No. 2/404 Bank Colony, Sri Krishnan Nagar, Perambur"
L069,Teynampet," 23, Ground Level, 1st Street, Ganeshpuram, Teynampet, Chennai"
L268,Velachery," 10A, 10B, CCC Tower, Tharamani Link Road, Velachery, Chennai"
L006,Navallur," Club OPAL, Olympia Opaline, 2 Rajiv Gandhi Salai (OMR), Navallur, Chennai"
L026,Royapettah," 99/50, Dr. Besant Road, Royapettah, Chennai"
L037,Perungudi," 109, Near Perungudi Toll Gate, Old Mahabalipuram Road, Perungudi, Chennai"
L011,Kilpauk," New-14, Vasu Street, Kilpauk, Chennai"
L007,Anna Nagar East," 105, Konnur High Road, Ayanavaram, Anna Nagar East, Chennai"
L017,Ramapuram," 2, Pillaiyar Kovil Street, Raghavendra Nagar, Nesapakkam, Ramapuram, Chennai"
L079,Ekkaduthangal," 2, Poomagal 3rd Street, Ambal Nagar, Ekkaduthangal, Chennai"
L042,Anna Nagar West," 11/1, Thirumangalam Road, Navalar Nagar, Anna Nagar West, Chennai"
L009,Vadapalani," 117/ A Gangai Amman Koil Street, Vadapalani, Chennai"
L119,Vandalur," 4/98, GST Road, Otteri, Vandalur, Chennai"
L102,"OMR Food Street, Kandanchavadi"," OMR Food Street - Kandanchavadi, MGR Main Road, Perungudi, Chennai"
L022,Mogappair," 11, Guruswamy Street, VGN Phase 3, Nolambur, Mogappair, Chennai"
L101,Tiruvottiyur," Shop 97/3, M.G.R Salai, Sathuma Nagar, Tolgate Bus Depot, Tiruvottiyur, Chennai"
L017,Ramapuram," 5/2, Mullai Nagar Main Road, Ramapuram, Chennai"
L067,Avadi," Yadava Street, Lingeshwara Nagar, Ayappakam, Avadi, Chennai"
L075,Taramani," 1/B, Patawari Street, Taramani, Chennai"
L016,Aminijikarai," 28, Railway Colony, 3rd Street Nelson Minickam Road, Aminijikarai, Chennai"
L025,Nungambakkam, Delivery Only
L096,Kanchipuram District," 57, Vallal Yousuf Nagar, Mahalakshmi Nagar, 1st Cross Street, Selaiyur, Kanchipuram District, Chennai"
L028,Kolathur," 126/19, Valluvar Nagar, Villivakkam, Kolathur, Chennai"
L051,Adambakkam," 45A, Brindavan Nagar, Main Road, Adambakkam, Chennai"
L063,Egatoor, Delivery Only
L012,Purasavakkam," K-1004, K Tower, 10th Floor, Strahans Road, Patallam, Purasavakkam, Chennai"
L024,Adyar," 10, 1st Main Road, Kasthuribai Nagar, Adyar, Chennai"
L018,Mylapore," 187/238, Thiruvika Hi Road, Royapetta High Road, Mylapore, Chennai"
L008,T. Nagar," RJ Residency Hotel, 30, 2nd Street, North Boag Road, T. Nagar, Chennai"
L108,Anna Salai," 28, Ward 148, Periyar Nagar, Villivakkam Block, Alwartirunagar, Anex, Thiruvallur, Anna Salai, Chennai"
L050,Tambaram," 23/11, Bharatwaj Street, East Tambaram, Tambaram, Chennai"
L110,Red Hills," 131, 9 Hills North, Villivakkam, Red Hills, Chennai"
L101,Tiruvottiyur," 550/762, T.H.Road, Opposite Sugam Hospital, Tiruvottiyur, Chennai"
L109,Sowcarpet," 12, Ekambareshwar Agraharam Street, Sowcarpet, Chennai"
L033,Madipakkam," Plot 46 A, Ground Floor, Bazaar Road, Sadasivam Nagar, Near Saraswathi Hospital, Madipakkam, Chennai"
L017,Ramapuram," 2/491, Manapakkam Main Road, Ambedkar Nagar, Manapakkam, Chennai"
L036,Sholinganallur," 1A, 3rd Main Road, Devaraj Nagar, KK Salai, Near Hotel Devamirthas, Sholinganallur, Chennai"
L057,George Town," 24/8, Broadway Road, Hawker Jesson St, Maskan Chavadi, George Town, Chennai"
L081,Madhavaram," 50, Byepass Road, Madhavaram, Chennai"
L071,Arumbakkam," MMDA Main Road, Arumbakkam, Chennai"
L017,Ramapuram," 3/24, Kamaraj Salai, Ramapuram, Chennai"
L119,Vandalur," 934, Keelakottayur, Vandalur Kelambakkam Main Road, Near VIT University, Vandalur, Chennai"
L019,Thuraipakkam," 4, MK Chavadi, Near PTC Bus Stop, Thuraipakkam, Chennai"
L108,Anna Salai," Old 172, New 231, Anna Salai, Chennai"
L091,Saidapet," 42, 91, Bazaar Road, Madipakkam, Periyapet, Saidapet, Chennai"
L051,Adambakkam," 4, Kakkan Nagar Main Road, Balakrishnapuram, Adambakkam, Chennai"
L044,Ambattur," 6282, Thiruverkedu Main Road, Ayyapakkam, Ambattur, Chennai"
L008,T. Nagar," 22, Panagal Park Shopping Complex, North Usman Road, T. Nagar, Chennai"
L268,Velachery," 4/3, 9th Street, Sri Devi Karumari Amman Nagar, Velachery, Chennai"
L075,Taramani," 32, Kanagam Road, Kanagam Periyar Nagar, Taramani, Chennai"
L025,Nungambakkam," 4A/7, Haddows Road, Opposite Shastri Bhavan, Nungambakkam, Chennai"
L057,George Town," 13/7, Seethakadi Nagar, George Town, Chennai"
L005,Medavakkam," 4/587, Sholinganallur Main Road, Medavakkam, Chennai"
L027,Chromepet," 24, Ramakrishna Street, Raghavan Nahar, Chromepet, Chennai"
L017,Ramapuram," 2/13, Kannappan Street, Shanthi Nagar, Ramapuram, Chennai"
L003,Kodambakkam," 44/32, Azeez Nagar 2nd Street, Azeez Nagar, Kodambakkam, Chennai"
L268,Velachery," Kanchi Nagar, Near Vijay Nagar Town Bus Stand, Velachery, Chennai"
L010,Porur," Plot 1, CRR Puram, Mugalivakkam Main Road, Porur, Chennai"
L063,Egatoor," C-15, Ground Floor, The Marina Mall, Old Mahabalipuram Road, Egatoor, Chennai"
L001,Pallavaram," Shop 1, Bakthavachalam Street, Anakaputhur, Pallavaram, Chennai"
L027,Chromepet," 9/25 Patel Street, Chromepet, Chennai"
L101,Tiruvottiyur," Shop 4/23, Annamalai Nagar, 1st Street, Tiruvottiyur, Chennai"
L019,Thuraipakkam," 3/36, Shop C, New St, Kumaran Kudil, Main Road, OMR, Thuraipakkam, Chennai"
L075,Taramani," 25, Anna Street, Thandhai Periyar Nagar, Taramani, Chennai"
L010,Porur," 76, SKM Nagar, Pattur, Mangadu, Porur, Chennai"
L071,Arumbakkam," 63, Valluvar Road, Jai Nagar, Arumbakkam, Chennai"
L045,Thousand Lights," 74/144, Eat Street, Greams Road, Thousand Lights, Chennai"
L108,Anna Salai," Queen Palace, VGN Nagar, Iyyapanthangal, Anna Salai, Chennai"
L017,Ramapuram," 27, Mugalivakkam Main Road, Ramya Nagar, Madhanandapuram, Ramapuram, Chennai"
L025,Nungambakkam," 44, College Road, Nungambakkam, Chennai"
L029,Valasaravakkam," 41-A, Ground Floor, Rajagopaln Street, Sri Devi Kuppam Main Road, Valasaravakkam, Chennai"
L037,Perungudi," 4/748, Venkateswara Colony, Nehru Nagar, Perungudi, Chennai"
L031,Potheri," 66, Pillayar Kovil Street, Potheri, Chennai"
L268,Velachery," 7A, New Colony Extension, Taramani Link Road, Velachery, Chennai"
L037,Perungudi," 1/36, Seevaram, 2nd Street, Perungudi, Chennai"
L076,Poonamalle," 3/70, Bangalore High Road, Kundrathur Block, Chembarambakkam, Poonamalle, Chennai"
L130,East Coast Road (ECR)," 54, Nemelli,  East Coast Road (ECR), Chennai"
L050,Tambaram," 168/4, Kaderbai Street, Ranganathapuram, Tambaram, Chennai"
L060,Washermenpet," 425, T.H Road, Old Washermenpet, Washermenpet, Chennai"
L256,"Hotel Anitha Towers, Triplicane"," 206/354, Triplicane High Road, Triplicane, Chennai"
L050,Tambaram," 40, Thomas Street, Kadaperi, Tambaram West, Chennai"
L027,Chromepet, Delivery Only
L130,East Coast Road (ECR)," 1/3, Opposite Uthandi Nilgiris, East Coast Road (ECR), Chennai"
L010,Porur," 1/644, Mount Poonamalle High Road, Venugopal Nagar, Porur, Chennai"
L160,"Vestin Park Hotel, Egmore"," Vestin Park Hotel, 39, Montieth Road, Egmore, Chennai"
L060,Washermenpet," 53, Seni Amman Koil Street, Tondiarpet, Washermenpet, Chennai"
L072,Nandanam," 15, School Road, CIT Nagar West, Nandanam, Chennai"
L177,Kanathur," 77A, Ecr Main Road, Kanathur, Chennai"
L035,Saligramam," 55B, Rajplace, Thiruvaluvar Street, Nehru Nagar, Saligramam, Chennai"
L036,Sholinganallur," 3, 34th Cross Street, Village High Road, Sholinganallur, Chennai"
L031,Potheri," 20B, Bajanai Kovil Street, Maraimalai Nagar, Potheri, Chennai"
L130,East Coast Road (ECR)," 1, Semmozhi Street, J Nagar, East Coast Road (ECR), Chennai"
L081,Madhavaram," 347, Kamarajar Salai, Manali, Madhavaram, Chennai"
L054,K.K. Nagar," 38/1, Anna Main Road, MGR Nagar, Nesapakkam, K.K. Nagar, Chennai"
L052,Nanganallur," 42/20, Bharathiyar 1st Street, Palavanthangal, Nanganallur, Chennai"
L007,Anna Nagar East," 12, Sithalapakkam Koot Road, Anna Nagar East, Chennai"
L031,Potheri," 62, Pillaiyar Koil, Potheri, Chennai"
L051,Adambakkam," 5F, Palandiamman Koil Street, Adambakkam, Chennai"
L078,Mandaveli," 48, Venkatakrishna Iyer Street, Mandaveli, Chennai"
L067,Avadi," No 14 SP Complex PH Road Govardhanagiri, Avadi, Chennai"
L220,Muttukadu," 173/1, ECR, Muttukad (Near MGM Dizzee World) Opp.Dakshin Chithra, Muttukadu, Chennai"
L026,Royapettah," 21, Woods Road, Royapettah, Chennai"
L089,Pallikaranai," Plot 2, Jeeva Nagar, 1st Cross Street, Pallikaranai, Chennai"
L268,Velachery," Plot 206, Srinivasa Nagar, Inner Ring Road, Velachery, Chennai"
L117,"Ascendas IT Park, Taramani"," Phase 2 - Crest, Ascendas, CSIR Road, Taramani, Chennai"
L101,Tiruvottiyur," 816/663, T.H Road, Tiruvottiyur, Chennai"
L028,Kolathur," 1A, New Davadi Streert, Kolathur, Chennai"
L076,Poonamalle," 31/32, Jasmine Super Market, Kundrathur Road, Thulasidas Nagar, Kumananchavdi, Poonamalle, Chennai"
L036,Sholinganallur," 13, Ponnyamman Koil 1st Street, Sholinganallur, Chennai"
L050,Tambaram," 69/1, Swathi Niketan, Kamaraj Nedunchalai, New Perungalathur, Tambaram, Chennai"
L005,Medavakkam," 2, Earikarai Street, Vadakkupattu Main Road, Medavakkam, Chennai"
L001,Pallavaram," 6B, Pillayar Koil Street, V.O.C Nagar, Pammal Pallavaram, Chennai"
L024,Adyar," 11, 1st Floor, Arunachalapuram 2nd Street, Adyar, Chennai"
L029,Valasaravakkam," 87, 1st Floor, Arcot Road, Valasaravakkam, Chennai"
L036,Sholinganallur," 468, Ground Floor, Wipro Street, Om Road, Sholinganallur, Chennai"
L022,Mogappair," 4/550, Pari Salai,Mogappair East, Chennai"
L044,Ambattur," 195, Mth Road, Padi, Ambattur, Chennai"
L010,Porur," 1, Bathrachalam Street, Trunk Road, Porur, Chennai"
L073,Santhome," Marina Beach, Near Light House, Santhome, Chennai"
L090,Choolaimedu," New 250, Old 15, Periyar Pathai, Choolaimedu, Chennai"
L027,Chromepet," 2/27, Sigmani Street, Siva Sankar Nagar, Nagalkeni, Chrompet, Chennai"
L074,Kelambakkam," 3/2, IT Highway, Kelambakkam, Chennai"
L009,Vadapalani," 123/2, Gangai Amman Koil, 1st Street, Vadapalani, Chennai"
L076,Poonamalle," 1/134A, Amman Nagar Main Road, Near AVL SCHOOL, Kattupakkam, Poonamalle, Chennai"
L025,Nungambakkam," 22, Josiyar Street, Thirumoorthi Nagar, Numgambakkam, Chennai"
L018,Mylapore," Mylapore, Chennai"
L018,Mylapore," 36, Dr Radha Krishnan Salai, Mylapore, Chennai"
L003,Kodambakkam," 52/19, Sivan Kovil South Street, Kodambakkam, Chennai"
L008,T. Nagar," 2/23, Chinnaya Street, Satyamurthy Nagar, T. Nagar, Chennai"
L033,Madipakkam," 370/14, Rose Avenue, S Kolathur, Madipakkam, Chennai"
L048,Neelangarai," 655, East Coast Road (ECR), Neelangarai, Chennai"
L018,Mylapore," 161/79, Vinayaga Nagar, Kutcheri Road, Opposite E-1 Police station, Mylapore, Chennai"
L019,Thuraipakkam," 1/122, 200 Feet Road, Thuraipakkam, Chennai"
L037,Perungudi," 36, Seevaram, Omr Main Road, Perungudi, Chennai"
L054,K.K. Nagar," 46, Bazzar Street, Nesapakkam, K.K. Nagar, Chennai"
L040,Semmancheri," 183/2, Nokkampalayam Link Road, Kamaraj Nagar, Semmancheri, Chennai"
L020,RA Puram," 18/7, 3rd Cross Street, RA Puram, Chennai"
L053,Selaiyur," 1, Gandhi Street, Haridasspuram, Chitlapakkam, Selaiyur, Chennai"
L018,Mylapore, Delivery Only
L050,Tambaram," 112, Prinitha Towers, G.S.T Road, Urappakkam, Tambaram, Chennai"
L109,Sowcarpet," 43, Audiappa Naicken Street, Sowcarpet, Chennai"
L049,Maduravoyal," 9/76, Alapakkam Main Road, Maduravoyal, Chennai"
L054,K.K. Nagar," 1, Pillaiyar Koil Street Nesapakkam, K.K. Nagar, Chennai"
L035,Saligramam," 32, Arunachalam Road, Saligramam, Chennai"
L058,Gopalapuram," Shop 8, 22A, Ground Floor, Prince Arcade, Cathedral Road, Gopalapuram, Chennai"
L025,Nungambakkam," Shop 9, Oyster Building, Khader Nawaz Khan Road, Nungambakkam, Chennai"
L033,Madipakkam," F-4, Shree GK Flats, Plot No 45, 1st main Road, Sadasivam Nagar, Madipakkam, Chennai"
L021,Alwarpet," 12/36, Thiruvenkata Swamy Street,Opposite Muthu Hospital, Pulianthope, Alwarpet, Chennai"
L053,Selaiyur," 94, Amirtham Complex, Agaram Main Road, Opposite to Bharath College, Selaiyur, Chennai"
L119,Vandalur," Karanai Puducherry Road, Karanai Puduchery, Gokulam Colony Extension, Vandalur R.F., Vandalur, Chennai"
L018,Mylapore," Old 146, New 10, Doctor Radha Krishnan Road, Mylapore, Chennai"
L096,Kanchipuram District," Plot 285, Ground Floor, TECCI Park, OMR Sholinganallur Village, St Thomas Mount Block, Ward 198, Kanchipuram District, Chennai"
L096,Kanchipuram District," 6/13, 14 Street, Tansi Nagar, Velachery, Kanchipuram District, Chennai"
L008,T. Nagar," 31/14, Burkit Road, T. Nagar, Chennai"
L033,Madipakkam," 928, Bazzar Road, Ram Nagar, Madipakkam, Chennai"
L014,Chetpet," 107/4, Salzberg Square, Harrington Road, Chetpet, Chennai"
L121,St. Thomas Mount," 2/53J, Sripuram Colony, St. Thomas Mount, Chennai"
L075,Taramani," 15, Kannagi Street, M G Nagar, Taramani, Chennai"
L053,Selaiyur," I-3, 1-4, Shantha Nagar, Madambakkam, Tambaram, Selaiyur, Chennai"
L047,Mahabalipuram," 10, Kovalam Salai, Mahabalipuram, Chennai"
L076,Poonamalle," Arun Excellent, Temple Green, Sriperumbudur, Oragadam, Near Poonamalle, Chennai"
L089,Pallikaranai," Plot 284, 285 & 286, 3rd Main Road, Kamakoti Nagar, Pallikaranai, Chennai"
L037,Perungudi," 54, Anna High Road, Kandanchvadi, Perungudi, Chennai"
L134,Abhiramapuram," 3/2, Madhana Gopal Street, Abiramapuram, Chennai"
L050,Tambaram," 3A, Agaram Main Road, Thiruvancherry, Tambaram, Chennai"
L005,Medavakkam," 12/7, Velachery Main Road, Medavakkam, Chennai"
L105,Parrys," 17, Second Line Beach Road, Parrys, Chennai"
L024,Adyar," 9, Muthulakshmi Street, Radhakrishnan Nagar, Adyar, Chennai"
L085,Koyambedu," 71, Sri Iyappah Nagar, Chinmya Nagar, 1st Main Road, Koyambedu, Chennai"
L027,Chromepet," Hasthinapuram Main Road, Airport Colony, Thirumalai Nagar, Sembakkam, Chromepet, Chennai"
L021,Alwarpet," 53, CP Ramasamy Road, 3rd Cross Street, Alwarpet, Chennai"
L010,Porur," 1, Thiruvengadam Street, Karambakkam Porur, Chennai"
L076,Poonamalle," 2, Trunk Road, Poonamalle, Chennai"
L025,Nungambakkam, Delivery Only
L065,Thiruvallur," JN Road, Periyakuppam, Kakkalur, Thiruvallur, Chennai"
L112,Park Town," 257, Allikulam, Moor Market, Park Town, Chennai"
L075,Taramani," 9/4, Lakeview Street, Anna Nagar, Taramani, Chennai"
L049,Maduravoyal," 53, Alapakkam Main Road, Maduravoyal, Chennai"
L025,Nungambakkam," 7, Valluvar Kottam High Road, Nungambakkam, Chennai"
L044,Ambattur," Plot 2&19, D.R. Nagar, 200 Feet Ring Road, Korattur, Ambattur, Chennai"
L022,Mogappair," 38, Rathinavel Pandian Road, Mogappair, Chennai"
L032,Egmore," 53, Wellington Estate, Front Gate Ethiraj Salai, Egmore, Chennai"
L079,Ekkaduthangal," 149/2, Ambal Nagar, Ekkaduthangal, Chennai"
L096,Kanchipuram District," Opposite Meenakshi Medical College, Bangalore Highway, Kanchipuram District, Chennai"
L003,Kodambakkam," 49/29, Arcot Road, United India Colony, Kodambakkam, Chennai"
L002,Alandur," Nanganallur Road Metro, On GST Road, Alandur, Chennai"
L061,Vepery, Delivery Only
L071,Arumbakkam," 840, Ponamalle High Road, Arumbakkam, Chennai"
L044,Ambattur," 10/5, Gandhi Nagar, Lane 2, NRS Road, Korattur, Ambattur, Chennai"
L079,Ekkaduthangal, Delivery Only
L073,Santhome," Marina Beach, Near Gandhi Statue, Santhome, Chennai"
L030,Guindy," 1 A, Race Course Road, Bhavani Muthumariam Kovil Compound, Guindy, Chennai"
L253,"Hotel Joyland, Chengalpattu"," Alagesan Nagar, GST Road, Chengalpattu, Chennai"
L022,Mogappair," 7/486, 7th Block, 11th Street, West Mugappair, Mogappair, Chennai"
L005,Medavakkam," Flat 1, 5/14, Middle Building, Pillaiyar Koil Street, Medavakkam, Chennai"
L112,Park Town," VP Hall Compound Road, Kannappar Thidal, Poongavanapuram, Park Town, Chennai"
L042,Anna Nagar West," Park Road, Anna Nagar West, Chennai"
L042,Anna Nagar West," 96, Kamaraj Nagar, Thirumangalam, Anna Nagar West, Chennai"
L010,Porur," 5/4, Karambakkam First Street, Devi Nagar, Porur, Chennai"
