Location_id,Location,Address
L074,Kelambakkam," Shop C3/38, Rajiv Gandhi Salai OMR Road, Kelambakkam, Chennai"
L010,Porur," Rajarajeshwari Nagar, Madanandapuram, Porur, Chennai"
L119,Vandalur," 936, Kelambakkam Main Road, Keelakotayiur, Madurapakkam, Vandalur, Chennai"
L042,Anna Nagar West," 14, Shop Building, Anna Nagar West, Chennai"
L077,GST Road," 54/14A, Sai Nagar, Service Road, GST Road, Chennai"
L109,Sowcarpet," Door 2, Erulappan Street, Sowcarpet, Chennai"
L012,Purasavakkam," 22/8, Raja Annamalai Road, Purasavakkam, Chennai"
L101,Tiruvottiyur," 724, Thiruvottiyur High Road, TS Ramanujam Nagar, Tiruvottiyur, Chennai"
L050,Tambaram," 41, GST Road, Tambaram, Chennai"
L060,Washermenpet," 103, Elaya Street, Near Masjid, Tondiarpet, Washermenpet, Chennai"
L068,Padur," Bajanai Koil Street, Opposite Hindustan College, Old Mahabalipuram Road, Padur, Chennai"
L070,Triplicane," 36, Behind Devi Theatre, Ellis Road, Triplicane, Chennai"
L077,GST Road," 11, Guduvanchery, GST Main Road, Chennai"
L037,Perungudi," 51, Rajiv Gandhi Salai, Seevaram, Perungudi, Chennai"
L024,Adyar," 79/34, Sardar Patel Road, Gandhi Nagar, Adyar, Chennai"
L050,Tambaram," 9, GST Road, Tambaram, Chennai"
L060,Washermenpet," 24/64, Kumbalamman, Koil Seed, Tondiarpet, Washermenpet, Chennai"
L016,Aminijikarai," New 97, Old 132 F, Nelson Manickam Road, Aminijikarai, Chennai"
L028,Kolathur," 21/14, Ground Floor, Jumbulingam Main Road, G.K.M Colony, Kolathur, Chennai"
L010,Porur," 8/66, Vanniyar Mettu Street, Iyyappanthangal, Porur, Chennai"
L017,Ramapuram," 58, CRR Puram, 1st Main Road, L&T Colony, Manapakkam, Ramapuram, Chennai"
L029,Valasaravakkam," 10, Alapakkam Road, Near Devi Academy School, Valasaravakkam, Chennai"
L012,Purasavakkam," 74/2, Kandappa Mudali Street, Tana Street, Purasavakkam, Chennai"
L049,Maduravoyal," 17/1, Natesan Nagar Main Road, Alapakkam, Maduravoyal, Chennai"
L245,"Hotel Royal Regency, Vepery"," Hotel Royal Regency, 26/27, Poonamalle High Road, Periamet, Park Town, Chennai"
L007,Anna Nagar East," 5, Asiad Bazzar, Asiad Colony, 100 Feet Road, Anna Nagar East, Chennai"
L070,Triplicane," 35, Wallajah Road, Triplicane, Chennai"
L025,Nungambakkam," 6/1, Ground Floor, Jaganathan Road, Ponnangipuram, Nungambakkam, Chennai"
L010,Porur," 1/266, Mount Poonamallee High Road, Iyyappanthangal, Near Ashok Residency, Porur, Chennai"
L089,Pallikaranai," 152, 1st Floor, Velachery Main Road, Pallikaranai, Chennai"
L127,"OMR Food Street, Injambakkam"," OMR Food Street ECR Road, Injambakkam, Chennai"
L090,Choolaimedu," 21, 113, Periyar Pathai, Senthil Nagar, Padmanabha Nagar, Choolaimedu, Chennai"
L244,"Taj Club House, Thousand Lights"," Taj Club House Hotel, 2, Club House Road, Thousand Lights, Chennai"
L044,Ambattur," 52 A, Oragadam Road, Venkatapuram, Ambattur, Chennai"
L032,Egmore," Opposite Alsa Mall, Montieth Road, Egmore, Chennai"
L091,Saidapet," Shop 2/3, Bazar Road, Saidapet, Chennai"
L092,Shenoy Nagar," 47, Vaithyanathan Street, Ward 107, Shenoy Nagar, Chennai"
L027,Chromepet," 180-GST Road, Chromepet, Chennai"
L050,Tambaram," 39, Nehruji Street, Anandhapuram, Tambaram, Chennai"
L010,Porur," 5/9, Mount Poonamalle High Road, Opposite Ramachandra Medical College, Porur, Chennai"
L042,Anna Nagar West," AP 885, J Block, 1st Street, 13th Main Road, Anna Nagar West, Chennai"
L196,Vettuvankeni," Beach Park Resorts, 2/226, Chinnandikuppam Road,East Coast Road (ECR), Vettuvankeni, Chennai"
L076,Poonamalle," 153/6A, Second Floor, Fairfield by Marriott, Sipcot Industrial Park, Sriperumbudur, Chennai"
L097,Virugambakkam," 146, Arcot Road, Virugambakkam, Chennai"
L026,Royapettah," 66, Peters Road, Royapettah, Chennai"
L070,Triplicane," 35, Nelliveeraswamy Street, Triplicane, Chennai"
L063,Egatoor," 35, Thiruvalluvar Salai, Vanniyanchavadi, Siruseri Sipcot, Egatoor, Chennai"
L047,Mahabalipuram," 48/39, Othavadai Street, Mahabalipuram, Chennai"
L110,Red Hills," 4, Vinayakpuram, Red Hills, Chennai"
L044,Ambattur," 39, Ayyappakkam Main Road, Ambattur, Chennai"
L053,Selaiyur," 57, Vallal Yousuf Naga, St. Thomas Mount Block, Mahalakshmi Nagar, 1st Cross Street, Selaiyur, Chennai"
L042,Anna Nagar West," 24/1, 2nd Avenue, Thirumangalam, Anna Nagar West, Chennai"
L096,Kanchipuram District," 20, OMR Food Street, Maraimalnagar Mpty, Kanchipuram District, Chennai"
L036,Sholinganallur," Durgaiamman Koil Street, 18B, Sholinganallur, Chennai"
L001,Pallavaram," 5/115, Pammal Main Road, Pallavaram, Chennai"
L002,Alandur," 14, Hotel Mount Manor, Opposite OTA, GST Road, Alandur, Chennai"
L055,Old Mahabalipuram Road (OMR)," 1/238, Semmencherry, Old Mahabalipuram Road (OMR), Chennai"
L096,Kanchipuram District," Plot 6, Ground Floor, VGP Layout, Uthandi Village, Tambaram Taluk, Kanchipuram District, Chennai"
L131,Kovalam," 6/102, Kovalam, Chennai"
L019,Thuraipakkam," 3/762, Mount Battern Street, Mettukuppam, Thuraipakkam, Chennai"
L022,Mogappair," J P Vilas, Tneb ERI Scheme, 60 Feet Road, Mogappair, Chennai"
L053,Selaiyur," S Block, Hansa Garden, Madambakkam Main Road, Rajakilpakkam, Selaiyur, Chennai"
L054,K.K. Nagar," 99, Ponnambalam Salai, K.K. Nagar, Chennai"
L059,Palavakkam," 3/294, Periyar Salai, Palavakkam, Chennai"
L034,Thiruvanmiyur," 147, LB Road, Near Thiruvanmiyur Junction, Thiruvanmiyur, Chennai"
L053,Selaiyur," Plot 73/150, Feet Agaram Main Road, Thiruvanchery, Selaiyur, Chennai"
L085,Koyambedu," 13/14, South Mada Sreet, Koyambedu, Chennai"
L037,Perungudi," 10, MGR Main Road, Venkateswara Colony, Kandancavadi, Perungudi, Chennai"
L009,Vadapalani," 9, Duraiswamy Road, Vengeeswarar Nagar, Vadapalani, Chennai"
L033,Madipakkam," Opposite to Balaiah Garden Bus Stop, Madipakkam, Chennai"
L102,"OMR Food Street, Kandanchavadi"," S18, 1st Floor, MGR Road, Kandhanchavadi, Perungudi, Chennai"
L022,Mogappair," 6, Rengasamy Street, Golden George Nagar, Mogappair, Chennai"
L075,Taramani," Eleventh Floor, Ginger Hotel, IITM Ginger Chennai, Kanagam Road, Taramani, Chennai"
L044,Ambattur," Address : OMR Food street, Ambattur, Chennai"
L033,Madipakkam," 3, Theliak Street, Ullagaram, Madipakkam, Chennai"
L019,Thuraipakkam," 1/584, Vinayaga Nagar, St. Thomas Mount Block, Thuraipakkam, Chennai"
L042,Anna Nagar West," VR Chennai, Jawaharlal Nehru Salai, Anna Nagar West, Chennai"
L051,Adambakkam," 19/1, Sanjay Gandhi Nagar, West Karikalan Street, Adambakkam, Chennai"
L065,Thiruvallur," 170, J N Road, Near Axis Bank, Thiruvallur, Chennai"
L050,Tambaram," Kalaignar Nedunchalai, Srinivasa Nagar, New Perungalathur, Tambaram, Chennai"
L038,Besant Nagar," 1st Cross Street, Thiruvalluvar Street, 5th Avenue, Besant Nagar, Chennai"
L044,Ambattur," 72/7, High School Road, TNHB Ayyapakkam, Ambattur, Chennai"
L027,Chromepet," 412/7, GST Road, Chromepet, Chennai"
L011,Kilpauk," 5-5, Valliammal Street, New Avadi Road, Kilpauk, Chennai"
L060,Washermenpet," 25, Kummalamman Koil Street, Tondairpet, Washermenpet, Chennai"
L026,Royapettah, Delivery Only
L119,Vandalur," 247, Kalyan Hometel, GST Road, Vandalur, Chennai"
L022,Mogappair," 3/C6, 1st Avenue, Main Road, Mohan Ram Nagar, Mogappair, Chennai"
L049,Maduravoyal," 2, Poonamallee High Road, Vanagaram, Maduravoyal, Chennai"
L004,Perambur," 283/119, Paper Mills Road, Peravallur, Perambur, Chennai"
L019,Thuraipakkam," 5/297, Pillayar Kovil Street, Thuraipakkam, Chennai"
L065,Thiruvallur," 22, Sph Road, Manavala Nagar, Thiruvallur, Chennai"
L037,Perungudi," 74/B, 2nd Main Road, Thirumalai Nagar, Annex, Perungudi, Chennai"
L052,Nanganallur," 5A, MGR Road, Opposite Vetrivel Theaters, Hindu Colony, Nanganallur, Chennai"
L033,Madipakkam," 4, 2nd Street, Vigneshwara Nagar, Madipakkam, Chennai"
L033,Madipakkam," 26/37, Yogeshwaran Cross Street, Madipakkam, Chennai"
L022,Mogappair," 1/1, Bazaar Road, Collector Nagar, Mogappair, Chennai"
L024,Adyar," 13, First Cresent Road, Gandhi Nagar, Adyar, Chennai"
L029,Valasaravakkam, Delivery Only
L110,Red Hills," 118, Southapakkam Road, Red Hills, Chennai"
L008,T. Nagar," 28A, Madley Road, T. Nagar, Chennai"
L121,St. Thomas Mount," 5/64, Butt Road, St. Thomas Mount, Chennai"
L037,Perungudi, Delivery Only
L119,Vandalur," Walajah High Road, Mannivakkam Junction, Vandalur, Chennai"
L005,Medavakkam," 3/43A, Pallavan Street, Padmavathy Nagar, Jalladeanpet, Medavakkam, Chennai"
L027,Chromepet," 1, Chitlapakkam Main Road, Nehru Nagar, Near MIT Gate, Chromepet, Chennai"
L027,Chromepet," 171, Radha Nagar Main Road, Chromepet, Chennai"
L067,Avadi," 71, PH Road, Paurthipattu, Avadi, Chennai"
L001,Pallavaram," 5/A, 45, Bajanai Koil Street, Contonment Pallavaram, Pallavaram, Chennai"
L060,Washermenpet, Delivery Only
L076,Poonamalle," 4/118, Balvadi 2nd Cross Street, Parivakkam, Poonamalle, Chennai"
L027,Chromepet," 4, Radha Nagar, Main Road, Chromepet, Chennai"
L044,Ambattur," G-3, Sasi Complex, 1st Main Road, Banu Nagar, Ambattur, Chennai"
L005,Medavakkam," 123, Medavakkam Road, Echankadu, Keelkattalai, Medavakkam, Chennai"
L033,Madipakkam," Shop 9, Thanthai Periyar Nagar, Kaiveli, Madipakkam, Chennai"
L018,Mylapore," 4/11, GK Sagas Complex, South Mada Street, Near Kapaleeshwar Temple, Mylapore, Chennai"
L090,Choolaimedu," 1, Zacharia Colony, Choolaimedu, Chennai"
L110,Red Hills," 36, 24th Street, Ward 22, KS Nagar, Kavangarai, Puzhal Block, Red Hills, Chennai"
L005,Medavakkam," 8/214A, 2nd Main Road, Near Lakshmi Stores, Vijayanagaram, Medavakkam, Chennai"
L034,Thiruvanmiyur," 33A/149, East Mada Street, Thiruvanmiyur, Chennai"
L056,Kottivakkam," 1, 17, SH 49, 2nd Street, Valmiki Nagar, Raja Garden, Kottivakkam, Chennai"
L022,Mogappair," 36A, Sakthi Nagar, Sriram Nagar Main Road, Nolambur, Mogappair, Chennai"
L089,Pallikaranai," 129, Pillayar Kovil Street, Jalladianpet, Pallikaranai, Chennai"
L020,RA Puram," 6/31, 3rd Cross Road, RA Puram, Chennai"
L029,Valasaravakkam," 177, Devi Karumariamman Nagar, Mettukuppam Main Road, Nerkundram, Valasaravakkam, Chennai"
L008,T. Nagar," 22, South Boag Road, T. Nagar, Chennai"
L050,Tambaram," 56C/609, Mudichur Road, Tambaram, Chennai"
L041,Royapuram," 338, S.N.Chettt Road, Royapuram, Chennai"
L028,Kolathur," 4A, Lakshmi Amman Vidhi, Redhills Main Road, Kolathur, Chennai"
L121,St. Thomas Mount," 1/53, Sripuram Colony, 1st Street, St. Thomas Mount, Chennai"
L077,GST Road," OMR Food Street Guduvancheri, GST Road, Chennai"
L028,Kolathur," 32A, SRP Colony Main Road, Peravallur, Kolathur, Chennai"
L004,Perambur," 8/35, Meenambal Salai, Kannadasan Nagar, Kodungaiyur, Perambur, Chennai"
L010,Porur," 2, Wireless Station Road, Porur, Chennai"
L010,Porur," F 2, Kundrathur Main Road, Mangadu, Porur, Chennai"
L045,Thousand Lights, Delivery Only
L013,Ashok Nagar," 15, Gangai Amman Koil Street, Jafferkhanpet, Near Kamarajar Statue, Ashok Nagar, Chennai"
L004,Perambur," 25/108, Thulasingam street, Perambur, Chennai"
L004,Perambur," Shop 282, 17th Street, T.V.K Nagar, Perambur, Chennai"
L092,Shenoy Nagar," 13/4, Kandhan Street, Shenoy Nagar, Chennai"
L044,Ambattur," 1833, Perummal Kovil Street, Ayyappakkam Road, Ambattur, Chennai"
L078,Mandaveli," 2A, Jonehan Street, Mandaveli, Chennai"
L053,Selaiyur," 57, Vallal Yousuf Nagar, Mahalakshmi Nagar, 1st Cross Street, St. Thomas Mount Block, Selaiyur, Chennai"
L006,Navallur," 2/163, Indira Gandhi Street, Navallur, Chennai"
L228,"Nayagara Hotels, Kodambakkam"," Nayagara Hotels, 15, 2nd Cross, United India Colony, Station View Road, Kodambakkam, Chennai"
L026,Royapettah," Whites Road, Opposite Ea Mall, Royapettah, Chennai"
L268,Velachery," No. 121, Gandhi Road, Velachery, Chennai"
L101,Tiruvottiyur," 1, Dr.Jayalalitha Nagar, Manali Express Road, Tiruvottiyur, Chennai"
L035,Saligramam," 36, Arunachalam Road, Saligramam, Chennai"
L042,Anna Nagar West," 50/14, Soundarya Colony, Anna Nagar West, Chennai"
L102,"OMR Food Street, Kandanchavadi"," OMR Food Street - Kandanchavadi, MGR Main Road, Perungudi, Chennai"
L007,Anna Nagar East," 55, G Block, 1st Cross Street, Anna Nagar East, Chennai"
L019,Thuraipakkam," 2/87A, OMR Road, Thuraipakkam, Chennai"
L005,Medavakkam," 1/674, Perumbakkam Main Road, Near Bus Stop, Medavakkam, Chennai"
L029,Valasaravakkam," 6, Sannadhi Street, Kamakshi Nagar, Valasaravakkam, Chennai"
L010,Porur," 325, Mount Poonamalle Road, Porur, Chennai"
L075,Taramani," 72, CSIR Road, Anbalagan Nagar, MGR Nagar, Taramani, Chennai"
L268,Velachery," Railway Station Road, Subramaniam Colony, Bhuvaneshwari Nagar, Velachery, Chennai"
L065,Thiruvallur," Plot 170, JN Road, Thiruvallur, Chennai"
L054,K.K. Nagar," 7, Pachaiyappan Street, Jafferkhanpet, K.K. Nagar, Chennai"
L053,Selaiyur," 20, 1st Cross Street, Ranganathan Nagar, Selaiyur, Chennai"
L268,Velachery," 7, Dr. Ambedkar Nagar, Velachery, Chennai"
L026,Royapettah," 4/297, Opposite Government Hospital, Royapettah High Road, Royapettah, Chennai"
L004,Perambur," 219, Near Gopal Reddy Colony, Paper Mills Road, Venkatesan, Perambur, Chennai"
L009,Vadapalani," 37/131, Gangaiamman Koil Street, Opposite Tambaram Marriage Hall, Vadapalani, Chennai"
L017,Ramapuram," 3/5, Thiru Agency, Senthamizh Nagar Main Road, Ramapuram, Chennai"
L076,Poonamalle," 321, Trunk Road, Karayanchavadi, Poonamalle, Chennai"
L089,Pallikaranai," 1st Main Road, IIT Colony, Narayanapuram, Pallikaranai, Chennai"
L017,Ramapuram," 43, Pillayar Koil Street, Nesapakkam, Ramapuram, Chennai"
L089,Pallikaranai," 1/1, 1st Main Road, Varadharajapuram, Pallikaranai, Chennai"
L076,Poonamalle," 732, Trunk Road, Opposite Bus Stand, Poonamalle, Chennai"
L029,Valasaravakkam, Delivery Only
L068,Padur," 79, Rajiv Gandhi Salai, OMR, Padur, Chennai"
L029,Valasaravakkam," 41A, Rajagopalan Street, Sri Devi Kuppam Main Road, Valasaravakkam, Chennai"
L065,Thiruvallur," 153/2, J.N Road, Periyakuppam, Chennai Locality, Thiruvallur, Chennai"
L268,Velachery," Door 183, Gowrivakkam, Velachery, Chennai"
L081,Madhavaram," 19, Kattabomman Main Road, Kodungaiyur, Madhavaram, Chennai"
L177,Kanathur," Uthandi Beach, Nainarkuppam, Kanathur, Chennai"
L037,Perungudi," 5/141, A, Veeramani Salai, KC Nagar, Kandancavadi, Perungudi, Chennai"
L054,K.K. Nagar," H2, Ground Floor, Sivalingapuram Quarters, Jeevanathan Salai, K.K. Nagar, Chennai"
L050,Tambaram," 656, Mudichur Road, Krishna Nagar West, Tambaram, Chennai"
L050,Tambaram," 27/704, Jothi Nagar, Mudichur Road, Tambaram, Chennai"
L071,Arumbakkam," 53, J 147, MMDA Colony, Vinayakpuram Main Road, Arumbakkam, Chennai"
L004,Perambur," 3/561, 68th Street, Muthamizh Nagar, Kodungaiyur, Perambur, Chennai"
L044,Ambattur," 784, CTH Road, Opposite Bus stand, Thirumullaivoyal, Ambattur, Chennai"
L074,Kelambakkam," 42, Rajiv Gandhi Salai, Kelambakkam, Chennai"
L052,Nanganallur," 99, College Road, Pazhavanthangal, Nanganallur, Chennai"
L077,GST Road," 2/9, Pulipakkam, Chengalpet, GST Road, Chennai"
L042,Anna Nagar West," 97/4, W Block, 3rd Main Road, Anna Nagar West, Chennai"
L017,Ramapuram," 5/1, Bajanai Koil Street, Ramapuram, Chennai"
L050,Tambaram," Shop 3/1, Rajamanickam Street, New Perungalathur, Tambaram, Chennai"
L029,Valasaravakkam," 17/8, Indira Nagar, IIND, Alwarthirunagar, Valasaravakkam, Chennai"
L050,Tambaram," 258, Mudichur Road, Tambaram, Chennai"
L042,Anna Nagar West," 21/5, Olympic Colony, 3rd Cross Street, Padi, Anna Nagar West, Chennai"
L070,Triplicane," 49, Fakir Sahib Street, Triplicane, Chennai"
L013,Ashok Nagar," Door 10/1, Dr. Ambedkar Road, 4th Avenue, Ashok Nagar, Chennai"
L012,Purasavakkam," 50, Venkatachalam Street, Choolai, Vepery, Chennai"
L078,Mandaveli," 95/51, R.K Mutt Road, Mandaveli, Chennai"
L070,Triplicane," 46/78, CNK Road, Chepauk, Triplicane, Chennai"
L101,Tiruvottiyur," 13/1, Periyamettupalayam Main Road, Rajiv Nagar, Kaladipet, Tiruvottiyur, Chennai"
L268,Velachery," 23, Gangai Amman, Koil Street, Velachery, Chennai"
L071,Arumbakkam," Old 25, New 5, Balaji Street, Sri Venkatesa Perumal Nagar, Arumbakkam, Chennai"
L025,Nungambakkam," 29, HM Center, High Road, Nungambakkam, Chennai"
L005,Medavakkam," 12/31, 2nd Floor, Rose Color House, Indira Gandhi Street, Near Almighty Gym, Medavakkam, Chennai"
L045,Thousand Lights," Hamid Building, Anna Salai, Express Estate, Thousand Lights, Chennai"
L024,Adyar," 52, 4th Main Road, Gandhi Nagar, Adyar, Chennai"
L010,Porur," 219, Trunk Road, Porur, Chennai"
L092,Shenoy Nagar," 41, 2nd Floor, Gajapathy Street, Besides SBI Bank, Shenoy Nagar, Chennai"
L050,Tambaram," 128, Rajaji Road, West Tambaram, Chennai"
L013,Ashok Nagar," 76, 7th Avenue, Ashok Nagar, Chennai"
L026,Royapettah," 78/84, Gowdiya Mutt Road, Royapettah, Chennai"
L077,GST Road," Kamaraj Highway, Near Indra Gandhi Statue, GST Road, Chennai"
L013,Ashok Nagar," Shop 60, 7th Avenue, Ashok Nagar, Chennai"
L059,Palavakkam," 1/174, East Coast Road (ECR), Palavakkam, Chennai"
L004,Perambur," 8, 1st Cross Street, 1st Main Road, Kumaran Nagar, Peravallur, Perambur, Chennai"
L070,Triplicane," 6, Triplicane High Road, Triplicane, Chennai"
L125,"Hotel Chennai Deluxe, Koyambedu"," Hotel Chennai Deluxe, 5, Block 1, E Road, Koyambedu, Chennai"
L034,Thiruvanmiyur," 50/51 E, Sunny Street, Tharamani, Thiruvanmiyur, Chennai"
L042,Anna Nagar West," 10, Padikuppam Main Road, Near Waves Clothing Private Limited, Anna Nagar West, Chennai"
L010,Porur," 115, 2nd Main Road, Near Ayyapan Temple, Sriram Nagar, Porur, Chennai"
L089,Pallikaranai," 4, 3rd Street, MP Nagar, Pallikaranai, Chennai"
L090,Choolaimedu," 185, Nelson Manickam Road, Choolaimedu, Chennai"
L268,Velachery," 35, Sai Krupa Apartments, 100 Feet Ramagiri Taramani Link Road, Velachery, Chennai"
L044,Ambattur," 148/1, Surapet Main Road, Thirumalai Priya Nagar, Pudur, Ambattur, Chennai"
L018,Mylapore," 189/1, RH Road, Mylapore, Chennai"
L036,Sholinganallur," Old 4, New 7, G.R.P Complex, Dollor Stop, OMR Road, Sholinganallur, Chennai"
L047,Mahabalipuram," 5, South Mada Street, Mahabalipuram, Chennai"
L091,Saidapet," 79/30, Velachery Main Road, Little Mount, Saidapet, Chennai"
L037,Perungudi," 20, 1st Main Road, Thirumalai Nagar Annexe, Perungudi, Chennai"
L047,Mahabalipuram," 34, Near Egattur HDFC ATM, Old Mahabalipuram Road (OMR), Chennai"
L033,Madipakkam," 46, Ground Floor, Sadasiva Nagar, Bazaar Road, Madipakkam, Chennai"
L040,Semmancheri," DLF Garden City, Semmancheri, Chennai"
L031,Potheri," Badma Avenue Balaraman Road, Thailavaram"
L050,Tambaram," Shop 16, Madambakkam Main Road, Rajakilpakkam, Tambaram, Chennai"
L268,Velachery," 37-F, Velachery Main Road, Vijayanagar, Velachery, Chennai"
L075,Taramani," 2A, Anna Street, MGR Nagar, Taramani, Chennai"
L034,Thiruvanmiyur," 121, LB Road, Thiruvanmiyur, Chennai"
L130,East Coast Road (ECR)," Near Toll Plaza, Opposite Ragas Dental College, Uthandi, East Coast Road (ECR), Chennai"
L009,Vadapalani," 53/6, Senthil Andavar Koil Street, Krishna Colony, Vadapalani, Chennai"
L055,Old Mahabalipuram Road (OMR)," 3/57, Ragiv Gandhi Salai, Karapakkam, Old Mahabalipuram Road (OMR), Chennai"
L042,Anna Nagar West," W19, Near SBOA School, Anna Nagar West, Chennai"
L069,Teynampet," 32, V.V. Koil Street, Teynampet, Chennai"
L031,Potheri," 1, GST Main Road, Near SRM, GST Road, Potheri, Chennai"
L010,Porur," 9, Arrsa Complex, Amman Koil Street, Kundrathur, Porur, Chennai"
L001,Pallavaram," 8/10, Sandhy Road, Pallavaram, Chennai"
L067,Avadi," 1 Lakshmi Nagar, Poonamallee High Road, Goverdhanagri, Avadi, Chennai"
L060,Washermenpet," 26, Puthumanaikuppam, Tondairpet, Washermenpet, Chennai"
L017,Ramapuram," 3/3, Valluvar Salai, Ramapuram, Chennai"
L010,Porur, Delivery Only
L005,Medavakkam," 1/307, 1st Main Road, Perumbakkam, Medavakkam, Chennai"
L011,Kilpauk," 66, Central Street, Kilpauk Garden Colony, Opposite JJ Indoor Stadium, Kilpauk, Chennai"
L019,Thuraipakkam," 1/296, Pillaiyar Koil Street, Thuraipakkam, Chennai"
L010,Porur," M K Street, Dhanam Nagar, Kumudam Nagar, Mugalivakkam, Near Porur, Chennai"
L004,Perambur," 50, Ram Nagar, 1st Main Road, Peravallur, Perambur, Chennai"
L096,Kanchipuram District," 15/384, Gandhi Street, Moover Nagar, Pozhichalur, Kanchipuram District, Chennai"
L010,Porur, Delivery Only
L088,Karapakkam," Shop 7, Ground Floor, 167/7A, Rajiv Gandhi Salai, Karapakkam, Chennai"
L042,Anna Nagar West," 21/77A, Gandhi Nagar, Padi Kuppam Road, Anna Nagar West, Chennai"
L035,Saligramam, Delivery Only
L017,Ramapuram," 4/323, Valluvar Salai, Ramapuram, Chennai"
L080,Chengalpattu," 4/20, Gandhi Street Railway Station Road, Singaperumal, Chengalpattu, Chennai"
